"IDCommune","CodePostal","Commune"
682,30210,"CASTILLON-DU-GARD"
683,30210,"SAINT-HILAIRE-D OZILHAN"
684,30210,"SERNHAC"
685,30220,"AIGUES-MORTES"
686,30220,"SAINT-LAURENT-D AIGOUZE"
687,30230,"BOUILLARGUES"
688,30230,"RODILHAN"
689,30240,"LE GRAU DU ROI"
690,30250,"SOMMIERES"
691,30260,"SARDAN"
692,30260,"QUISSAC"
693,30290,"LAUDUN-L ARDOISE"
694,30300,"BEAUCAIRE"
695,30320,"MARGUERITTES"
696,30320,"POULX"
697,30400,"VILLENEUVE LES AVIGNON"
698,30410,"MOLIERES-SUR-CEZE"
699,30420,"CALVISSON"
700,30440,"SUMENE"
701,30460,"LASALLE"
702,30470,"AIMARGUES"
703,30490,"MONTFRIN"
704,30510,"GENERAC"
705,30530,"PORTES"
706,30540,"MILHAUD"
707,30600,"VAUVERT"
708,30610,"SAUVE"
709,30620,"BERNIS"
710,30620,"AUBORD"
711,30650,"ROCHEFORT-DU-GARD"
712,30650,"SAZE"
713,30660,"GALLARGUES-LE-MONTUEUX"
714,30670,"AIGUES-VIVES"
715,30700,"UZES"
716,30700,"MONTAREN-ET-SAINT-MEDIERS"
717,30770,"ARRIGAS"
718,30800,"ST GILLES"
719,30820,"CAVEIRAC"
720,30840,"MEYNES"
721,30870,"CLARENSAC"
722,30900,"NIMES"
723,30920,"CODOGNAN"
724,30940,"SAINT ANDRE DE VALBORGNE"
725,30960,"SAINT-FLORENT-SUR-AUZONNET"
726,30980,"SAINT-DIONISY"
727,31000,"TOULOUSE"
728,31100,"TOULOUSE"
729,31120,"LACROIX FALGARDE"
730,31130,"BALMA"
731,31130,"FLOURENS"
732,31140,"FONBEAUZARD"
733,31140,"AUCAMVILLE"
734,31140,"LAUNAGUET"
735,31150,"FENOUILLET"
736,31150,"GAGNAC SUR GARONNE"
737,31170,"TOURNEFEUILLE"
738,31180,"ROUFFIAC TOLOSAN"
739,31200,"TOULOUSE"
740,31240,"L UNION"
741,31240,"ST JEAN"
742,31250,"REVEL"
743,31270,"CUGNAUX"
744,31270,"FROUZINS"
745,31280,"DREMIL LAFAGE"
746,31290,"VILLEFRANCHE-DE-LAURAGAIS"
747,31300,"TOULOUSE"
748,31320,"CASTANET TOLOSAN"
749,31320,"AUZEVILLE-TOLOSANE"
750,31330,"GRENADE SUR GARONNE"
751,31340,"VILLEMUR SUR TARN"
752,31380,"MONTASTRUC LA CONSEILLERE"
753,31400,"TOULOUSE"
754,31450,"POMPERTUZAT"
755,31450,"BAZIEGE"
756,31500,"TOULOUSE"
757,31520,"RAMONVILLE ST AGNE"
758,31560,"NAILLOUX"
759,31570,"LANTA"
760,31620,"FRONTON"
761,31650,"ST ORENS DE GAMEVILLE"
762,31660,"BESSIERES"
763,31670,"LABEGE"
764,31700,"BLAGNAC"
765,31700,"MONDONVILLE"
766,31700,"BEAUZELLE"
767,31750,"ESCALQUENS"
768,31770,"COLOMIERS"
769,31780,"CASTELGINEST"
770,31840,"AUSSONNE"
771,31880,"LA SALVETAT ST GILLES"
772,32000,"AUCH"
773,32100,"CONDOM"
774,32150,"CAZAUBON"
775,32200,"GIMONT"
776,32600,"L ISLE JOURDAIN"
777,33000,"BORDEAUX"
778,33100,"BORDEAUX"
779,33110,"LE BOUSCAT"
780,33112,"SAINT LAURENT MEDOC"
781,33114,"LE BARP"
782,33115,"LA TESTE-DE-BUCH"
783,33120,"ARCACHON"
784,33121,"CARCANS"
785,33123,"LE VERDON SUR MER"
786,33127,"SAINT JEAN D ILLAC"
787,33127,"MARTIGNAS SUR JALLE"
788,33130,"BEGLES"
789,33138,"LANTON"
790,33140,"VILLENAVE D ORNON"
791,33140,"CADAUJAC"
792,33150,"CENON"
793,33160,"SAINT AUBIN DE MEDOC"
794,33160,"SAINT MEDARD EN JALLES"
795,33170,"GRADIGNAN"
796,33180,"VERTHEUIL"
797,33185,"LE HAILLAN"
798,33190,"LA REOLE"
799,33200,"BORDEAUX"
800,33210,"TOULENNE"
801,33210,"LANGON"
802,33210,"PREIGNAC"
803,33220,"PORT-SAINTE-FOY-ET-PONCHAPT"
804,33220,"PINEUILH"
805,33220,"SAINTE-FOY-LA-GRANDE"
806,33230,"COUTRAS"
807,33240,"SAINT GERVAIS"
808,33240,"SAINT-ANDRE-DE-CUBZAC"
809,33260,"LA TESTE-DE-BUCH"
810,33270,"FLOIRAC"
811,33290,"PAREMPUYRE"
812,33290,"LUDON MEDOC"
813,33290,"BLANQUEFORT"
814,33300,"BORDEAUX"
815,33310,"LORMONT"
816,33320,"EYSINES"
817,33320,"LE TAILLAN MEDOC"
818,33340,"LESPARRE-MEDOC"
819,33350,"CASTILLON-LA-BATAILLE"
820,33360,"LATRESNE"
821,33360,"CARIGNAN-DE-BORDEAUX"
822,33370,"ARTIGUES-PRES-BORDEAUX"
823,33370,"TRESSES"
824,33370,"FARGUES SAINT HILAIRE"
825,33370,"YVRAC"
826,33380,"BIGANOS"
827,33380,"MIOS"
828,33380,"MARCHEPRIME"
829,33390,"BLAYE"
830,33400,"TALENCE"
831,33410,"CADILLAC"
832,33420,"GENISSAC"
833,33430,"BAZAS"
834,33440,"ST LOUIS DE MONTFERRAND"
835,33440,"AMBARES-ET-LAGRAVE"
836,33450,"ST SULPICE ET CAMEYRAC"
837,33450,"MONTUSSAN"
838,33450,"SAINT LOUBES"
839,33460,"MARGAUX CANTENAC"
840,33470,"GUJAN MESTRAS"
841,33470,"LE TEICH"
842,33480,"MOULIS-EN-MEDOC"
843,33480,"CASTELNAU-DE-MEDOC"
844,33490,"SAINT-MACAIRE"
845,33500,"LIBOURNE"
846,33510,"ANDERNOS-LES-BAINS"
847,33520,"BRUGES"
848,33530,"BASSENS"
849,33540,"SAUVETERRE-DE-GUYENNE"
850,33550,"PAILLET"
851,33550,"HAUX"
852,33550,"LANGOIRAN"
853,33550,"LE TOURNE"
854,33550,"LESTIAC-SUR-GARONNE"
855,33560,"CARBON BLANC"
856,33560,"SAINTE EULALIE"
857,33590,"SAINT-VIVIEN-DE-MEDOC"
858,33600,"PESSAC"
859,33610,"CANEJAN"
860,33610,"CESTAS"
861,33640,"CASTRES GIRONDE"
862,33650,"LA BREDE"
863,33660,"ST-SEURIN-SUR-L ISLE"
864,33670,"CREON"
865,33680,"LACANAU"
866,33690,"GRIGNOLS"
867,33700,"MERIGNAC"
868,33720,"BARSAC"
869,33740,"ARES"
870,33750,"SAINT-QUENTIN-DE-BARON"
871,33770,"SALLES"
872,33780,"SOULAC-SUR-MER"
873,33800,"BORDEAUX"
874,33820,"SAINT-CIERS-SUR-GIRONDE"
875,33850,"LEOGNAN"
876,33870,"VAYRES"
877,33880,"ST CAPRAIS DE BORDEAUX"
878,33920,"SAINT-YZAN-DE-SOUDIAC"
879,33920,"SAINT-SAVIN"
880,33950,"LEGE-CAP-FERRET"
881,33970,"LEGE-CAP-FERRET"
882,33980,"AUDENGE"
883,33990,"HOURTIN"
884,34000,"MONTPELLIER"
885,34070,"MONTPELLIER"
886,34080,"MONTPELLIER"
887,34090,"MONTPELLIER"
888,34110,"FRONTIGNAN"
889,34110,"VIC-LA-GARDIOLE"
890,34120,"PEZENAS"
891,34130,"MAUGUIO"
892,34130,"SAINT-AUNES"
893,34140,"BOUZIGUES"
894,34140,"MEZE"
895,34140,"LOUPIAN"
896,34150,"GIGNAC"
897,34150,"MONTPEYROUX"
898,34160,"SUSSARGUES"
899,34160,"CASTRIES"
900,34160,"BEAULIEU"
901,34160,"SAINT-DREZERY"
902,34170,"CASTELNAU LE LEZ"
903,34190,"GANGES"
904,34190,"LAROQUE"
905,34190,"CAZILHAC"
906,34200,"SETE"
907,34210,"CESSERAS"
908,34230,"PLAISSAN"
909,34230,"POUZOLS"
910,34240,"LAMALOU-LES-BAINS"
911,34250,"PALAVAS-LES-FLOTS"
912,34280,"LA GRANDE MOTTE"
913,34300,"AGDE"
914,34310,"MONTADY"
915,34340,"MARSEILLAN"
916,34350,"VALRAS-PLAGE"
917,34350,"VENDRES"
918,34380,"MAS-DE-LONDRES"
919,34400,"LUNEL"
920,34400,"SAINT-SERIES"
921,34400,"ENTRE-VIGNES"
922,34410,"SERIGNAN"
923,34420,"PORTIRAGNES"
924,34430,"SAINT-JEAN-DE-VEDAS"
925,34450,"VIAS"
926,34470,"PEROLS"
927,34500,"BEZIERS"
928,34540,"BALARUC LES BAINS"
929,34540,"BALARUC LE VIEUX"
930,34560,"POUSSAN"
931,34560,"MONTBAZIN"
932,34570,"SAINT PAUL ET VALMALLE"
933,34570,"MONTARNAUD"
934,34590,"MARSILLARGUES"
935,34600,"BEDARIEUX"
936,34620,"PUISSERGUIER"
937,34670,"BAILLARGUES"
938,34670,"SAINT-BRES"
939,34700,"LODEVE"
940,34720,"CAUX"
941,34725,"SAINT-FELIX-DE-LODEZ"
942,34725,"SAINT-ANDRE-DE-SANGONIS"
943,34730,"PRADES-LE-LEZ"
944,34740,"VENDARGUES"
945,34750,"VILLENEUVE-LES-MAGUELONE"
946,34760,"BOUJAN-SUR-LIBRON"
947,34770,"GIGEAN"
948,34790,"GRABELS"
949,34800,"CLERMONT L HERAULT"
950,34800,"NEBIAN"
951,34810,"POMEROLS"
952,34820,"ASSAS"
953,34830,"JACOU"
954,34920,"LE CRES"
955,34970,"LATTES"
956,34980,"SAINT-GELY-DU-FESC"
957,34980,"SAINT CLEMENT DE RIVIERE"
958,34990,"JUVIGNAC"
959,35000,"RENNES"
960,35113,"DOMAGNE"
961,35120,"DOL DE BRETAGNE"
962,35130,"LA GUERCHE-DE-BRETAGNE"
963,35131,"CHARTRES-DE-BRETAGNE"
964,35131,"PONT-PEAN"
965,35132,"VEZIN-LE-COQUET"
966,35135,"CHANTEPIE"
967,35136,"ST JACQUES DE LA LANDE"
968,35137,"BEDEE"
969,35150,"JANZE"
970,35160,"BRETEIL"
971,35160,"MONTFORT-SUR-MEU"
972,35170,"BRUZ"
973,35190,"SAINT-DOMINEUC"
974,35200,"RENNES"
975,35220,"CHATEAUBOURG"
976,35230,"BOURGBARRE"
977,35230,"NOYAL-CHATILLON-SUR-SEICHE"
978,35230,"ORGERES"
979,35230,"SAINT-ARMEL"
980,35235,"THORIGNE-FOUILLARD"
981,35240,"RETIERS"
982,35250,"SAINT-AUBIN-D AUBIGNE"
983,35260,"CANCALE"
984,35290,"SAINT-MEEN-LE-GRAND"
985,35310,"CHAVAGNE"
986,35310,"BREAL-SOUS-MONTFORT"
987,35310,"MORDELLES"
988,35320,"POLIGNE"
989,35330,"LA CHAPELLE BOUEXIC"
990,35340,"LIFFRE"
991,35350,"LA GOUESNIERE"
992,35350,"SAINT-MELOIR-DES-ONDES"
993,35360,"MONTAUBAN-DE-BRETAGNE"
994,35400,"SAINT-MALO"
995,35410,"CHATEAUGIRON"
996,35410,"NOUVOITOU"
997,35430,"SAINT-JOUAN-DES-GUERETS"
998,35440,"MONTREUIL-SUR-ILLE"
999,35450,"VAL-D'IZE"
1000,35470,"BAIN-DE-BRETAGNE"
1001,35490,"SENS-DE-BRETAGNE"
1002,35500,"VITRE"
1003,35510,"CESSON-SEVIGNE"
1004,35520,"LA CHAPELLE DES FOUGERETZ"
1005,35520,"MELESSE"
1006,35520,"LA MEZIERE"
1007,35540,"MINIAC-MORVAN"
1008,35540,"LE TRONCHET"
1009,35580,"GOVEN"
1010,35580,"GUICHEN"
1011,35590,"L'HERMITAGE"
1012,35600,"REDON"
1013,35610,"ROZ-SUR-COUESNON"
1014,35630,"HEDE-BAZOUGES"
1015,35650,"LE RHEU"
1016,35690,"ACIGNE"
1017,35700,"RENNES"
1018,35720,"PLEUGUENEUC"
1019,35730,"PLEURTUIT"
1020,35740,"PACE"
1021,35760,"SAINT-GREGOIRE"
1022,35770,"VERN-SUR-SEICHE"
1023,35780,"LA RICHARDAIS"
1024,35800,"DINARD"
1025,35800,"SAINT-LUNAIRE"
1026,35800,"SAINT-BRIAC-SUR-MER"
1027,35830,"BETTON"
1028,35850,"PARTHENAY-DE-BRETAGNE"
1029,35850,"IRODOUER"
1030,35890,"BOURG-DES-COMPTES"
1031,36000,"CHATEAUROUX"
1032,36400,"LA CHATRE"
1033,37000,"TOURS"
1034,37100,"TOURS"
1035,37120,"RICHELIEU"
1036,37140,"BOURGUEIL"
1037,37160,"DESCARTES"
1038,37170,"CHAMBRAY LES TOURS"
1039,37200,"TOURS"
1040,37210,"ROCHECORBON"
1041,37230,"FONDETTES"
1042,37270,"MONTLOUIS-SUR-LOIRE"
1043,37300,"JOUE LES TOURS"
1044,37390,"NOTRE-DAME-D OE"
1045,37390,"LA MEMBROLLE-SUR-CHOISILLE"
1046,37400,"AMBOISE"
1047,37510,"BALLAN MIRE"
1048,37520,"LA RICHE"
1049,37540,"SAINT CYR SUR LOIRE"
1050,37550,"SAINT AVERTIN"
1051,37600,"LOCHES"
1052,37700,"SAINT-PIERRE-DES-CORPS"
1053,38000,"GRENOBLE"
1054,38080,"L'ISLE-D'ABEAU"
1055,38090,"VILLEFONTAINE"
1056,38100,"GRENOBLE"
1057,38110,"SAINT-CLAIR-DE-LA-TOUR"
1058,38112,"AUTRANS-MEAUDRE EN VERCORS"
1059,38114,"VAUJANY"
1060,38120,"SAINT-EGREVE"
1061,38120,"FONTANIL-CORNILLON"
1062,38130,"ECHIROLLES"
1063,38140,"RIVES"
1064,38140,"BEAUCROISSANT"
1065,38140,"IZEAUX"
1066,38142,"BESSE"
1067,38142,"AURIS"
1068,38160,"SAINT-MARCELLIN"
1069,38170,"SEYSSINET-PARISET"
1070,38190,"FROGES"
1071,38190,"VILLARD-BONNOT"
1072,38190,"LES ADRETS"
1073,38210,"TULLINS"
1074,38220,"VIZILLE"
1075,38220,"NOTRE-DAME-DE-MESAGE"
1076,38230,"PONT-DE-CHERUY"
1077,38240,"MEYLAN"
1078,38250,"VILLARD-DE-LANS"
1079,38250,"CORRENCON-EN-VERCORS"
1080,38250,"LANS-EN-VERCORS"
1081,38280,"ANTHON"
1082,38290,"LA VERPILLIERE"
1083,38300,"BOURGOIN-JALLIEU"
1084,38320,"EYBENS"
1085,38320,"POISAT"
1086,38320,"BRIE-ET-ANGONNES"
1087,38330,"MONTBONNOT-SAINT-MARTIN"
1088,38330,"SAINT-NAZAIRE-LES-EYMES"
1089,38330,"BIVIERS"
1090,38330,"SAINT-ISMIER"
1091,38340,"VOREPPE"
1092,38360,"SASSENAGE"
1093,38380,"SAINT-PIERRE-DE-CHARTREUSE"
1094,38400,"SAINT-MARTIN-D'HERES"
1095,38410,"SAINT-MARTIN-D'URIAGE"
1096,38410,"CHAMROUSSE"
1097,38410,"VAULNAVEYS-LE-BAS"
1098,38420,"DOMENE"
1099,38420,"LE VERSOUD"
1100,38430,"SAINT-JEAN-DE-MOIRANS"
1101,38430,"MOIRANS"
1102,38450,"LE GUA"
1103,38470,"VINAY"
1104,38500,"VOIRON"
1105,38500,"LA BUISSE"
1106,38520,"LE BOURG-D'OISANS"
1107,38530,"PONTCHARRA"
1108,38540,"SAINT-JUST-CHALEYSSIN"
1109,38570,"TENCIN"
1110,38570,"GONCELIN"
1111,38570,"LE CHEYLAS"
1112,38580,"ALLEVARD"
1113,38580,"LE HAUT-BREDA"
1114,38590,"SAINT-ETIENNE-DE-SAINT-GEOIRS"
1115,38590,"SAINT-GEOIRS"
1116,38600,"FONTAINE"
1117,38610,"GIERES"
1118,38640,"CLAIX"
1119,38650,"GRESSE-EN-VERCORS"
1120,38660,"LA TERRASSE"
1121,38700,"LA TRONCHE"
1122,38700,"CORENC"
1123,38750,"HUEZ"
1124,38800,"LE PONT-DE-CLAIX"
1125,38830,"CRETS EN BELLEDONNE"
1126,38860,"LES DEUX ALPES"
1127,38880,"AUTRANS-MEAUDRE EN VERCORS"
1128,38920,"CROLLES"
1129,38940,"ROYBON"
1130,38950,"SAINT-MARTIN-LE-VINOUX"
1131,38960,"SAINT-ETIENNE-DE-CROSSEY"
1132,38970,"CORPS"
1133,39000,"LONS LE SAUNIER"
1134,39100,"DOLE"
1135,39100,"SAMPANS"
1136,39110,"SALINS LES BAINS"
1137,39130,"CLAIRVAUX-LES-LACS"
1138,39170,"LAVANS-LES-SAINT-CLAUDE"
1139,39170,"RAVILLOLES"
1140,39200,"SAINT-CLAUDE"
1141,39220,"LES ROUSSES"
1142,39220,"BOIS-D AMONT"
1143,39220,"PREMANON"
1144,39260,"MOIRANS-EN-MONTAGNE"
1145,39290,"OFFLANGES"
1146,39300,"CHAMPAGNOLE"
1147,39310,"SEPTMONCEL LES MOLUNES"
1148,39400,"HAUTS DE BIENNE"
1149,39400,"BELLEFONTAINE"
1150,39500,"TAVAUX"
1151,39570,"PERRIGNY"
1152,39570,"MONTMOROT"
1153,39600,"ARBOIS"
1154,39800,"POLIGNY"
1155,40000,"MONT-DE-MARSAN"
1156,40100,"DAX"
1157,40130,"CAPBRETON"
1158,40140,"SOUSTONS"
1159,40150,"SOORTS-HOSSEGOR"
1160,40150,"ANGRESSE"
1161,40160,"PARENTIS EN BORN"
1162,40170,"ST-JULIEN-EN-BORN"
1163,40170,"LIT ET MIXE"
1164,40170,"BIAS"
1165,40200,"MIMIZAN"
1166,40200,"AUREILHAN"
1167,40220,"TARNOS"
1168,40230,"ST-VINCENT-DE-TYROSSE"
1169,40230,"TOSSE"
1170,40230,"ST-GEOURS-MAREMNE"
1171,40230,"BENESSE-MAREMNE"
1172,40280,"SAINT-PIERRE-DU-MONT"
1173,40300,"PEYREHORADE"
1174,40300,"ORIST"
1175,40370,"RION-DES-LANDES"
1176,40380,"POYANNE"
1177,40390,"ST-MARTIN-DE-SEIGNANX"
1178,40390,"ST-MARTIN-DE-HINX"
1179,40400,"TARTAS"
1180,40440,"ONDRES"
1181,40460,"SANGUINET"
1182,40480,"VIEUX BOUCAU-LES-BAINS"
1183,40500,"MONTGAILLARD"
1184,40500,"SAINT-SEVER"
1185,40510,"SEIGNOSSE"
1186,40530,"LABENNE"
1187,40550,"LEON"
1188,40560,"VIELLE-ST-GIRONS"
1189,40600,"BISCARROSSE"
1190,40660,"MOLIETS-ET-MAA"
1191,40700,"HAGETMAU"
1192,40800,"AIRE-SUR-L'ADOUR"
1193,40990,"ST-PAUL-LES-DAX"
1194,40990,"ST-VINCENT-DE-PAUL"
1195,41000,"BLOIS"
1196,41000,"VILLEBAROU"
1197,41100,"VENDOME"
1198,41200,"ROMORANTIN-LANTHENAY"
1199,41260,"LA CHAUSSEE SAINT VICTOR"
1200,41330,"MAROLLES"
1201,41350,"VINEUIL"
1202,41400,"MONTRICHARD VAL DE CHER"
1203,42000,"SAINT-ETIENNE"
1204,42100,"SAINT-ETIENNE"
1205,42110,"FEURS"
1206,42120,"LE COTEAU"
1207,42120,"PERREUX"
1208,42130,"BOEN-SUR-LIGNON"
1209,42140,"CHAZELLES SUR LYON"
1210,42150,"LA RICAMARIE"
1211,42152,"L HORME"
1212,42153,"RIORGES"
1213,42160,"ANDREZIEUX-BOUTHEON"
1214,42170,"SAINT-JUST-SAINT-RAMBERT"
1215,42190,"CHARLIEU"
1216,42210,"MONTROND-LES-BAINS"
1217,42230,"ROCHE-LA-MOLIERE"
1218,42240,"SAINT-PAUL-EN-CORNILLON"
1219,42240,"UNIEUX"
1220,42270,"SAINT-PRIEST-EN-JAREZ"
1221,42290,"SORBIERS"
1222,42300,"ROANNE"
1223,42300,"VILLEREST"
1224,42300,"MABLY"
1225,42320,"LA GRAND-CROIX"
1226,42320,"FARNAY"
1227,42330,"SAINT-GALMIER"
1228,42340,"VEAUCHE"
1229,42350,"LA TALAUDIERE"
1230,42370,"SAINT-HAON-LE-CHATEL"
1231,42380,"SAINT-BONNET-LE-CHATEAU"
1232,42390,"VILLARS"
1233,42400,"SAINT-CHAMOND"
1234,42410,"PELUSSIN"
1235,42410,"CHAVANAY"
1236,42420,"LORETTE"
1237,42430,"SAINT-JUST-EN-CHEVALET"
1238,42480,"LA FOUILLOUSE"
1239,42490,"FRAISSES"
1240,42500,"LE CHAMBON-FEUGEROLLES"
1241,42510,"BALBIGNY"
1242,42530,"SAINT GENEST LERPT"
1243,42560,"SOLEYMIEUX"
1244,42580,"L ETRAT"
1245,42590,"NEULISE"
1246,42600,"SAVIGNEUX"
1247,42600,"MONTBRISON"
1248,42600,"PRECIEUX"
1249,42610,"SAINT-ROMAIN-LE-PUY"
1250,42650,"SAINT-JEAN-BONNEFONDS"
1251,42680,"SAINT-MARCELLIN-EN-FOREZ"
1252,42700,"FIRMINY"
1253,42720,"BRIENNON"
1254,42740,"SAINT-PAUL-EN-JAREZ"
1255,42800,"GENILAC"
1256,42800,"SAINT-JOSEPH"
1257,42800,"RIVE-DE-GIER"
1258,42920,"CHALMAZEL-JEANSAGNIERE"
1259,43000,"LE PUY EN VELAY"
1260,43000,"ESPALY-SAINT-MARCEL"
1261,43100,"VIEILLE-BRIOUDE"
1262,43100,"BRIOUDE"
1263,43110,"AUREC-SUR-LOIRE"
1264,43140,"SEAUVE-SUR-SEMENE (LA)"
1265,43140,"SAINT-DIDIER-EN-VELAY"
1266,43200,"ARAULES"
1267,43200,"YSSINGEAUX"
1268,43240,"SAINT JUST MALMONT"
1269,43300,"LANGEAC"
1270,43330,"PONT-SALOMON"
1271,43400,"LE CHAMBON SUR LIGNON"
1272,43590,"BEAUZAC"
1273,43600,"SAINTE-SIGOLENE"
1274,43620,"SAINT-PAL-DE-MONS"
1275,43700,"BRIVES-CHARENSAC"
1276,44000,"NANTES"
1277,44100,"NANTES"
1278,44110,"CHATEAUBRIANT"
1279,44115,"BASSE-GOULAINE"
1280,44117,"SAINT-ANDRE-DES-EAUX"
1281,44119,"TREILLIERES"
1282,44119,"GRANDCHAMP-DES-FONTAINES"
1283,44120,"VERTOU"
1284,44130,"BLAIN"
1285,44140,"AIGREFEUILLE SUR MAINE"
1286,44150,"ANCENIS-SAINT-GEREON"
1287,44160,"BESNE"
1288,44160,"SAINTE-REINE-DE-BRETAGNE"
1289,44190,"CLISSON"
1290,44200,"NANTES"
1291,44210,"PORNIC"
1292,44220,"COUERON"
1293,44230,"ST SEBASTIEN SUR LOIRE"
1294,44240,"CHAPELLE-SUR-ERDRE (LA)"
1295,44240,"SUCE-SUR-ERDRE"
1296,44250,"SAINT BREVIN LES PINS"
1297,44260,"SAVENAY"
1298,44270,"MACHECOUL-SAINT-MEME"
1299,44290,"GUEMENE PENFAO"
1300,44300,"NANTES"
1301,44310,"ST-PHILBERT-DE-GRAND-LIEU"
1302,44320,"SAINT-PERE-EN-RETZ"
1303,44330,"CHAPELLE-HEULIN (LA)"
1304,44340,"BOUGUENAIS"
1305,44350,"GUERANDE"
1306,44350,"SAINT MOLF"
1307,44360,"SAINT-ETIENNE-DE-MONTLUC"
1308,44360,"LE TEMPLE DE BRETAGNE"
1309,44360,"VIGNEUX DE BRETAGNE"
1310,44370,"LOIREAUXENCE"
1311,44380,"PORNICHET"
1312,44390,"NORT SUR ERDRE"
1313,44400,"REZE"
1314,44420,"LA TURBALLE"
1315,44420,"MESQUER"
1316,44420,"PIRIAC-SUR-MER"
1317,44430,"LOROUX-BOTTEREAU (LE)"
1318,44440,"RIAILLE"
1319,44450,"SAINT-JULIEN-DE-CONCELLES"
1320,44460,"SAINT-NICOLAS-DE-REDON"
1321,44470,"THOUARE-SUR-LOIRE"
1322,44470,"CARQUEFOU"
